id,genbank,assembly_genbank,taxid,Kingdom,Phylum,Class,Order ,Family,Genus,Species,species_code,genus_code
MMP02744041,DP000238.1,GCA_000200715.1,414004,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Cenarchaeum,Cenarchaeum symbiosum,106,65
MMP02469761,CP006664.1,GCA_000264765.2,667120,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Edwardsiella,Edwardsiella anguillarum,170,114
MMP02603129,CP001135,GCA_000020865.1,498217,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Edwardsiella,Edwardsiella piscicida,171,114
MMP00131843,LC127084,GCA_003354245.1,636,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Edwardsiella,Edwardsiella piscicida,171,114
MMP07695532,CP023706,GCA_002504285.1,636,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,172,114
MMP08634218,CP027432,GCA_005083985.2,1424653,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Cetia,Cetia pacifica,108,67
MMP11445384,CP039456,GCA_006974145.1,2049305,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Changchengzhania,Changchengzhania lutea,109,68
MMP02598271,CP000607,GCA_000016085.1,290318,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium phaeovibrioides,110,69
MMP02598272,CP001101,GCA_000020545.1,331678,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium_A phaeobacteroides_A,111,70
MMP07407602,CP022571,GCA_002240205.1,281093,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium_A sp002240205,112,70
MMP02598461,CP001100,GCA_000020525.1,517418,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chloroherpetonaceae,Chloroherpeton,Chloroherpeton thalassium,113,71
MMP10359476,CP033466,GCA_003719615.1,550,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei_A,178,119
MMP06128235,CP020660,GCA_002381345.1,1927128,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Enterovibrio,Enterovibrio luxaltus,180,121
MMP10784800,CP040263,GCA_008642395.1,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli_D,192,126
MMP10784802,CP040269,GCA_008642415.1,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia flexneri,193,126
MMP03222822,CP006903.1,GCA_000789355.1,1415774,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum_B,117,75
MMP07759781,CP040443,GCA_005843885.1,2044467,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia sp005843885,194,126
MMP00115627,CP002209,GCA_000148645.1,550540,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Ferrimonas,Ferrimonas balearica,198,130
MMP07207140,CP022132,GCA_002211785.1,549298,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,Francisella halioticida,214,141
MMP12675351,CP043552,GCA_008369785.1,2249302,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,Francisella salimarina,215,141
MMP12675350,CP043550,GCA_008369765.1,2249302,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,Francisella salimarina,215,141
MMP03073252,CP009574.1,GCA_000764555.1,1547445,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,Francisella sp000764555,216,141
MMP02598501,CP001998,GCA_000025905.1,583355,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,Coraliomargarita,Coraliomargarita akajimensis,124,81
MMP02800399,CP007790.1,GCA_000835165.1,1224162,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium marinum,125,82
MMP02603057,CP003924.1,GCA_000442645.1,1224163,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium maris,126,82
MMP02996498,CP009249,GCA_001941565.1,161895,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium phocae,127,82
MMP02996499,CP009248,GCA_001941505.1,1437874,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sphenisci,128,82
MMP02996501,CP009251,GCA_001941345.1,1705,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium stationis,129,82
MMP10954016,CP036319,GCA_007752935.1,2527996,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Crateriforma,Crateriforma conspicua,130,83
MMP02603922,CP002046,GCA_000196315.1,216432,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Croceibacter,Croceibacter atlanticus,131,84
MMP05464625,CP016796,GCA_001895265.1,573570,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,Francisella uliginis,217,141
MMP07192706,CP021781,GCA_003290445.1,2007306,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,Francisella_A adeliensis,218,142
MMP09742667,CP031416,GCA_003367375.1,2291597,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Gallaecimonadaceae,Gallaecimonas,Gallaecimonas mangrovi,219,143
MMP02604312,CP000806,GCA_000017845.1,43989,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Crocosphaera,Crocosphaera subtropica,135,87
MMP03846661,CP012040,GCA_001050135.1,320787,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,Cyclobacterium amurskyense,136,88
MMP02261369,CP002955,GCA_000222485.1,880070,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,Cyclobacterium marinum,137,88
MMP02603857,CP003060.1,GCA_000226565.1,1085623,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Glaciecola,Glaciecola nitratireducens,231,148
MMP06112367,CP018632,GCA_002215215.1,1192854,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,Granulosicoccus antarcticus,238,150
MMP13381662,CP046415,GCA_009734265.1,47960,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Guyparkeria,Guyparkeria halophila,239,151
MMP02603483,CP000155,GCA_000012985.1,349521,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Hahella,Hahella chejuensis,242,154
MMP10790512,CP035490,GCA_004135205.1,1628392,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Hahella,Hahella sp004135205,243,154
MMP08644148,CP027772,GCA_003612895.1,2109558,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,DB6-IX,DB6-IX sp003612895,141,91
MMP00060965,AP011529,GCA_000010985.1,639282,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,Deferribacter desulfuricans,142,92
MMP12911568,CP044990,GCA_009017495.1,2652443,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp009017495,143,93
MMP02598464,CP001968,GCA_000025725.1,522772,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Denitrovibrionaceae,Denitrovibrio,Denitrovibrio acetiphilus,144,94
MMP10963609,CP036313,GCA_004319545.1,2291,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desulfobacter hydrogenophilus,145,95
MMP02603282,CP001087,GCA_000020365.1,177437,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium,Desulfobacterium_B autotrophicum,146,96
MMP2272293,FO203503.1,GCA_000307105.1,651182,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,Desulfobacula toluolica,147,97
MMP02602964,CP003985.1,GCA_000341395.1,1167006,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,Desulfocapsa sulfexigens,148,98
MMP04893606,CP015381,GCA_001854245.1,897,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfococcus,Desulfococcus multivorans,149,99
MMP00713616,CP003221.1,GCA_000212675.2,690850,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfocurvibacter,Desulfocurvibacter africanus,150,100
MMP11582078,CP040098,GCA_005377625.1,980445,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,Desulfoglaeba,Desulfoglaeba alkanexedens,151,101
MMP00190778,AP021874,GCA_009688945.1,571177,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina alkanivorans,152,102
MMP00191394,AP021879,GCA_009689005.1,2752305,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina ovata,153,102
MMP3138217,CR522870,GCA_000025945.1,177439,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfotalea,Desulfotalea psychrophila,154,103
MMP02598304,CP000612,GCA_000016165.1,349161,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfotomaculum,Desulfotomaculum reducens,155,104
MMP00713591,CP002543,GCA_000191045.1,868864,Bacteria,Aquificota,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,Desulfurobacterium thermolithotrophum,156,105
MMP10666572,CP034836,GCA_004014695.1,1628392,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Hahella,Hahella sp004135205,243,154
MMP06075353,CP019450,GCA_001983995.1,930805,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,Halioglobus japonicus,249,159
MMP04572126,CP015125,GCA_001653755.1,1300343,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia donghaensis,159,108
MMP02436136,CP009301.1,GCA_000152925.3,313590,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia donghaensis,159,108
MMP00713609,CP002528,GCA_000212355.1,983548,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp000212355,160,108
MMP02469890,ANPJ01000000,GCA_000355805.1,1239415,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp000355805,161,108
MMP08952669,CP029151,GCA_003095655.1,2173169,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp003095655,162,108
MMP05967626,CP043056,GCA_008121535.1,1914871,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Dolichospermum,Dolichospermum sp000312705,163,109
MMP10929370,CP036422,GCA_009388985.1,2601894,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,Halioglobus maricola,250,159
MMP02725840,CP007451.1,GCA_000626635.1,1168034,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium,Draconibacterium orientale,165,111
MMP09470676,CP030884,GCA_006969385.1,2026779,Bacteria,Planctomycetota,Phycisphaerae,UBA1845,UTPLA1,ECT2AJA-110-A,ECT2AJA-110-A sp006969385,166,112
MMP11578326,CP040106,GCA_005281475.1,1807691,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola rosea,167,113
MMP09397062,CP030041,GCA_003260975.1,1795355,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola strongylocentroti,168,113
MMP02232018,CP003346.1,GCA_000325705.1,926556,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola vietnamensis,169,113
MMP06019500,CP018139,GCA_001886615.1,1897729,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas aestuarii,260,168
MMP10907660,AP019517,GCA_007163885.2,115555,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas aquamarina,261,168
MMP2272784,FN869568,GCA_000196875.2,768066,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas elongata,262,168
MMP11996114,CP045399,GCA_009363675.1,2587849,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas smyrnensis,263,168
MMP09470678,CP030886,GCA_006969745.1,2026729,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,Ekhidna sp006969745,173,115
MMP11996109,CP045417,GCA_009363755.1,2587844,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas sp009363755,264,168
MMP11411493,CP039374,GCA_006542315.2,664683,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas titanicae,265,168
MMP3146254,CBRE010000000,GCA_000982975.1,1346287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas titanicae,265,168
MMP11602632,CP040451,GCA_009728585.1,2576841,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas titanicae,265,168
MMP10518798,CP034367,GCA_003950215.1,44935,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas venusta,266,168
MMP09640605,CP031027,GCA_003345275.1,1351,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,179,120
MMP09602974,CP031093,GCA_004851605.1,2259620,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Hydrocarboniclastica,Hydrocarboniclastica marina,283,182
MMP05726019,CP017476,GCA_001761385.1,1763535,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga crassostreae,284,183
MMP02598288,CP000109,GCA_000012605.1,317025,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Hydrogenovibrio,Hydrogenovibrio crunogenus_A,285,184
MMP10373677,CP033601,GCA_003722215.1,1648,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix rhusiopathiae,183,123
MMP09937998,CP032096,GCA_004786015.1,39765,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Hydrogenovibrio,Hydrogenovibrio crunogenus_B,286,184
MMP10724091,CP035033,GCA_004028275.1,265883,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Hydrogenovibrio,Hydrogenovibrio thermophilus,287,184
MMP04496846,CP014470,GCA_003991075.1,1803865,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Hydrogenovibrio,Hydrogenovibrio thermophilus,287,184
MMP03372475,CP011477,GCA_001010805.1,1620392,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,IMCC21906,IMCC21906 sp001010805,291,188
MMP08606195,CP027188,GCA_002968395.1,2100422,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,Idiomarina aquatica,293,190
MMP02604184,AE017340,GCA_000008465.1,283942,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,Idiomarina loihiensis,294,190
MMP12084176,CP041185,GCA_006517255.1,2590869,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Janthinobacterium,Janthinobacterium svalbardensis,303,199
MMP03323776,CP010975,GCA_000981765.1,914150,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Kangiella,Kangiella geojedonensis,308,204
MMP00002604,CP001707,GCA_000024085.1,523791,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Kangiella,Kangiella koreensis,309,204
MMP08132699,CP025120,GCA_002838765.1,1561924,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Kangiella,Kangiella profundi,310,204
MMP03997282,CP012418,GCA_001708405.1,1144748,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Kangiella,Kangiella sediminilitoris,311,204
MMP09638204,CP030923,GCA_003330945.1,72407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,313,206
MMP06765534,CP021358,GCA_002157205.1,157779,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Kushneria,Kushneria marisflavi,317,210
MMP09691332,CP031165,GCA_003344865.1,1608957,Bacteria,Actinobacteriota,Actinomycetia,Euzebyales,Euzebyaceae,Euzebya,Euzebya sp003344865,195,127
MMP09915277,CP032050,GCA_003687485.1,1761453,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Euzebyella,Euzebyella marina,196,128
MMP11621492,CP040676,GCA_005960665.1,340146,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,Exiguobacterium mexicanum,197,129
MMP12640605,CP043420,GCA_008247605.1,657387,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Kushneria,Kushneria sp001854625,318,210
MMP02598503,CP001899.1,GCA_000025505.1,589924,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Ferroglobus placidus,199,131
MMP02954477,CP011393,GCA_001644665.1,93466,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Fervidobacterium pennivorans_A,200,132
MMP2272250,HE796683.1,GCA_000331105.1,1166018,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Fibrella,Fibrella aestuarina,201,133
MMP04324273,CP013650,GCA_001466725.1,1526571,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Lacimicrobium,Lacimicrobium alkaliphilum_B,323,215
MMP03799769,CP003560,GCA_001682195.1,1191459,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,Flammeovirga,Flammeovirga yaeyamensis,203,135
MMP11658290,CP040813,GCA_009498295.1,2529032,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flaviramulus,Flaviramulus_A sp009498295,204,136
MMP08325534,CP025791,GCA_002886045.1,1803846,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavivirga,Flavivirga eckloniae,205,137
MMP09699165,CP031188,GCA_003344925.1,1784713,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium arcticum,206,138
MMP05695074,CP017688,GCA_001831475.1,1763534,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium crassostreae,207,138
MMP03290989,CP007206.1,GCA_000754365.1,1452725,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,208,138
MMP02770278,CP007627,GCA_000739395.1,96345,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,208,138
MMP02900749,CP008878.1,GCA_000831225.1,96345,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,208,138
MMP02900760,CP008881.1,GCA_000831185.1,96345,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,208,138
MMP02900764,CP008883.1,GCA_000831205.1,96345,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,208,138
MMP02941921,CP010275,GCA_000971605.2,96345,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,208,138
MMP02941922,CP010276,GCA_000971645.2,96345,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,208,138
MMP02941923,CP010277,GCA_000971685.2,96345,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,208,138
MMP4545687,LT670843,GCA_900130145.1,96345,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,208,138
MMP03290988,CP007207.1,GCA_000754405.1,1452724,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,208,138
MMP09205926,CP029463,GCA_003148385.1,2201181,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sediminis,209,138
MMP02232022,CP002858,GCA_000218625.1,717231,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Flexistipitaceae,Flexistipes,Flexistipes sinusarabici,210,139
MMP3139019,HG315671.1,GCA_000723205.1,1347342,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa agariphila,211,140
MMP00052035,BDEL00000000,GCA_001685485.1,1555194,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa haliotis,212,140
MMP12233528,CP041637,GCA_007197735.1,2594004,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sediminum,213,140
MMP10662180,CP034759,GCA_004295665.1,718192,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Litorilituus,Litorilituus sediminis,334,221
MMP05711034,CP017074,GCA_001717465.1,1896164,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas sp001717465,335,222
